Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
carma-config,4,13,11,9,3,6,2,2,100%,2,100%,29%,10,358,233,125,7,3,29,15,14,0,0,0,0,0,13,13,0,0,12,0,4,4,0,0
carma-delphi-esr-driver,4,9,2,2,0,2,1,1,100%,1,100%,0%,2,60,38,22,0,3,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-delphi-srr2-driver,0,9,0,1,0,1,0,0,N/A,0,N/A,0%,2,64,35,29,1,3,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-freightliner-2012-controller-driver,0,9,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,19,4,15,0,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-garmin-lidar-lite-v3-driver-wrapper,1,9,2,1,0,1,0,0,N/A,0,N/A,0%,0,85,41,44,0,4,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-lightbar-driver,1,10,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,74,45,29,0,4,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-message-filters,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,5,4,1,0,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-messenger,14,12,11,17,15,2,5,5,100%,5,100%,17%,17,214,147,64,1,4,25,13,12,0,0,0,0,0,4,4,0,0,4,0,2,2,0,0
carma-mobileye-driver,0,6,0,1,0,1,1,1,100%,1,100%,N/A,N/A,0,0,0,0,N/A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-msgs,6,9,9,13,0,13,4,4,100%,4,100%,67%,15,223,106,117,0,3,28,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-novatel-oem7-driver-wrapper,1,7,0,2,2,0,1,0,0%,0,0%,100%,0,31,25,6,0,3,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-platform,397,47,117,1119,433,467,168,167,99%,168,100%,11%,103,1241,22,74,0,2,35,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-rtk,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdasim,36,16,13,25,11,14,15,15,100%,15,100%,50%,22,195,133,62,4,12,25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-ssc-interface-wrapper,1,15,6,7,3,4,2,2,100%,2,100%,20%,12,143,52,91,1,3,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-streets,10,7,10,172,169,3,47,47,100%,47,100%,2%,78,248,232,15,4,5,12,9,3,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
carma-torc-pinpoint-driver,1,9,2,1,1,0,0,0,N/A,0,N/A,0%,0,45,25,20,1,1,15,9,6,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
carma-torc-xgv-controller-driver,1,10,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,18,4,14,0,1,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-utils,2,10,5,23,7,16,6,6,100%,6,100%,65%,8,201,91,109,4,4,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-validation,0,8,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-vehicle-model-framework,5,10,3,0,0,0,0,0,N/A,0,N/A,N/A,N/A,65,36,29,0,2,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-velodyne-lidar-driver,0,9,2,2,0,2,0,0,N/A,0,N/A,50%,0,112,53,59,0,3,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-web-ui,4,10,4,6,2,4,0,0,N/A,0,N/A,33%,65,159,111,48,0,4,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cav-education,3,9,3,0,0,0,0,0,N/A,0,N/A,N/A,N/A,21,17,4,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github_metrics,0,6,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,14,2,12,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosaic,0,2,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novatel_gps_driver,1,5,4,0,0,0,0,0,N/A,0,N/A,N/A,N/A,110,40,70,0,3,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opendrive2lanelet,26,4,9,0,0,0,0,0,N/A,0,N/A,N/A,N/A,22,14,8,2,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ros1_bridge,1,1,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,24,15,9,3,1,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rosbridge_suite,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sumo,0,2,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing-training-tools,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tim-bc,0,6,0,2,2,0,0,0,N/A,0,N/A,0%,93,23,19,4,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-cda-use-case-scenario-database,0,7,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-poc,0,9,1,1,1,0,0,0,N/A,0,N/A,0%,0,24,21,3,1,10,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,587,470,282,1456,679,558,274,272,99%,273,100%,13%,91,4705,2018,1537,47,4,79,30,50,0,0,0,0,0,22,22,0,0,18,1,8,8,0,0
